Poste,Date de Soumission,État,Lien,Date de réponse,CV utilisé,Contact Email,Entreprise,Mois,Catégorie Poste
Data Engineer,2025-02-21,Sans réponse,https://www.linkedin.com/jobs/view/4161400674/?eBP=CwEAAAGVJ8ACJ1JYMSjpzxEY7mftyk0EDFm04zuNtf2ZH30_bMbz9IET7fmwHbhEaFLg4q5iYRA35MUzUBK_4-yohPIIyoY8srByLkmeFmojWKS-dRwsIKBTbH4iZqtwqrj32Vrzv0koUSoZ3HtRjuSQqwfN0D6PUCwu3zgmlM8WaT_yvY4Ds6NuMBgNv0fT1kYtmOx16iEWQSSKqBo6ueA_8eeWZbsC6HumyDKUts_CKs7-qkd-KMqoVDmYWQwnuy3j_WxI1T_ObZl-JMnpvS4A-Pi7z3xK9QY37tPQW2yDjbc7Z-J3uC83K_-FK9uGDeJLHXTPWaCEcqkywKYzB7y-qtwn-_Vi6Bz2XO96PGoL4W3HnE5GYi9Nh3CHyO4rbhVKGXWzjK7CJ7GD8p6ocQ6KkXMZQ2hBWX5QgPNBZCs4jjR6hQtHLzpj6mH22WajlqHhkcLL9NuTVFt-C9kSr3KS2815Mn3qI-sHLKqHpK6lM-9wCCFhswje9mGRlNQKUf0q4sotI7rlmBjcVtofOLR6NKQhMsxY6Q&refId=kTZQOwis2N%2FWy5kz7kC4UQ%3D%3D&trackingId=8oZ2TrUQj%2BYRbV%2FPWHn5Bw%3D%3D&trk=flagship3_search_srp_jobs,2025-03-23,CV1,,Red River West,2.0,Data Engineer
Data Engineer,2025-02-21,Sans réponse,https://recrutement.iliad-free.fr/offre/141698?idt=13&src=LinkedIn,2025-03-23,CV1,,Free,2.0,Data Engineer
Data Engineer DataIku,2025-02-20,Refus,https://www.linkedin.com/jobs/search/?currentJobId=4160396759&keywords=sopra%20steria&origin=BLENDED_SEARCH_RESULT_NAVIGATION_JOB_CARD&originToLandingJobPostings=4160500040%2C4160396759%2C4160396762,,CV1,,Sopra Steria,2.0,Data Engineer
Ingénieur DATA,2025-02-20,Refus,https://www.linkedin.com/jobs/view/4160154971/?refId=f6a4ae6e-23a9-426d-893b-a3bfdedae708&trackingId=Bn6JOvioQ1qX%2Ft0f1bjd2Q%3D%3D,,CV1,,Bouygue Télécom,2.0,Data Engineer
DATA SCIENTIST,2025-02-20,Sans réponse,https://jobs.stationf.co/companies/istya/jobs/charge-de-projet-ia_paris,2025-03-22,CV1,,Istya,2.0,Data Scientist
STAGE - DATA SCIENTIST / DATA ENGINEER,2025-02-20,Refus,https://carrieres.generali.fr/search//job/ST-DENIS-STAGE-DATA-SCIENTIST-DATA-ENGINEER-93210/809440002/,,CV1,,Generali,2.0,Data Engineer
Climate Data and Strategy Intern,2025-02-20,Sans réponse,https://www.welcometothejungle.com/fr/companies/greenly/jobs/climate-data-and-strategy-intern_paris_GREEN_4xy5yJ?q=9c4465bfa478b7e760e8c557ea05d56a&o=9334ed5c-0575-4a63-b1b3-2715d9a80417,2025-03-22,CV1,,Greenly,2.0,Autre
Junior Data Scientist,2025-02-20,Sans réponse,https://www.jobleads.com/register/fr/81/e6abc86c6d12133519ca1cf00bf9b06eb?jmId=2322&jobLocation=1003561939&utm_source=talent|r-jb|c-fr&utm_medium=job-external&utm_campaign=jobs&utm_content=jobmarket-id=2322|landingpage-id=n/a|job-id=6abc86c6d12133519ca1cf00bf9b06eb|job-workarea=08-01|job-hierarchy=4|job-salary-benchmark=3|job-industry=|job-location=paris|jobtitle=data-scientist-junior&ccuid=59981877077,2025-03-22,CV1,,Station F - SnapCall,2.0,Data Scientist
Data Engineer,2025-02-20,Sans réponse,https://www.linkedin.com/jobs/view/4150356928/?refId=5465a4f0-6564-4c83-a939-bb269c5feb3c&trackingId=zeDazR9bTp6TOinurnxXNA%3D%3D,2025-03-22,CV1,,Atout France,2.0,Data Engineer
Stage Data Engineer,2025-02-20,Sans réponse,https://www.linkedin.com/jobs/view/4153216376/?refId=19d7bff1-1090-4c93-946e-fb5008ab1942&trackingId=CiLtwpl3TZmQrpRbBMsx8Q%3D%3D&trk=flagship3_job_home_savedjobs,2025-03-22,CV1,,RATP,2.0,Data Engineer
Data engineer & IA flux SmartCity,2025-02-20,Refus,https://www.linkedin.com/jobs/view/3972583364/?refId=19d7bff1-1090-4c93-946e-fb5008ab1942&trackingId=V98t%2B5KeSJyJDmfCRaDXzQ%3D%3D&trk=flagship3_job_home_savedjobs,,CV1,,Suez,2.0,Data Engineer
Operations Data Analytics & Performance,2025-02-20,Sans réponse,https://www.linkedin.com/jobs/view/4059503030/?refId=19d7bff1-1090-4c93-946e-fb5008ab1942&trackingId=4LF1WfVoSHG2MN1%2BB3YTzw%3D%3D&trk=flagship3_job_home_savedjobs,2025-03-22,CV1,,Hello Fresh,2.0,Autre
Data Scientist - Prévision du chiffre d'affaires,2025-02-20,Refus,https://www.linkedin.com/jobs/view/4070103764/?refId=19d7bff1-1090-4c93-946e-fb5008ab1942&trackingId=eS43dhaqSkSG6%2BMcJ80WyQ%3D%3D&trk=flagship3_job_home_savedjobs,,CV1,,Carrefour,2.0,Data Scientist
Chargé de projets data / Data Engineer,2025-02-20,Sans réponse,https://www.linkedin.com/jobs/view/4146747490/?refId=19d7bff1-1090-4c93-946e-fb5008ab1942&trackingId=PNzWfM%2F3RPujj89nHgnYSw%3D%3D&trk=flagship3_job_home_savedjobs,2025-03-22,CV1,,Ile de France Mobilité,2.0,Data Engineer
Data Scientist,2025-02-18,Sans réponse,https://www.hellowork.com/fr-fr/emplois/60142711.html,2025-03-20,CV1,,Galeries Lafayette,2.0,Data Scientist
Data Scientist IA Générative,2025-02-18,Sans réponse,https://ratp.wd3.myworkdayjobs.com/fr-FR/RATP_Externe/details/Stage-Data-Scientist-IA-Gnrative--H-F-_R0014228?q=R0014228&source=HELLOWORK%20-%20Stages,2025-03-20,CV1,,RATP,2.0,Data Scientist
Junior Data Engineer,2025-02-18,Sans réponse,https://recrutement.april.com/fr/annonce/3458277-stagiaire-junior-data-engineer-fh-75012-paris,2025-03-20,CV1,,April,2.0,Data Engineer
DATA SCIENTIST F/H - Lutte contre la Fraude Machine Learning & Data Science,2025-02-18,Sans réponse,https://carrieres.malakoffhumanis.com/offre-de-emploi/emploi-stagiaire-data-scientist-f-h-lutte-contre-la-fraude-machine-learning-data-science_22436.aspx?LCID=1036#ancrecontenu,2025-03-20,CV1,,Malakoff Humanis,2.0,Data Scientist
Développeur / Applications Data et IA,2025-02-18,Sans réponse,https://carrieres.malakoffhumanis.com/offre-de-emploi/emploi-developpeur-applications-data-et-ia-_22749.aspx?LCID=1036#ancrecontenu,2025-03-20,CV1,,Malakoff Humanis,2.0,Autre
Junior Data Scientist,2025-02-17,Sans réponse,https://www.welcometothejungle.com/fr/companies/decathlon-digital/jobs/stage-junior-data-scientist-f-m-d-modeles-additifs-generalises-et-regression-censuree_paris?q=f63975451e1eda42fced186a0a2b4c33&o=8e6d2b1c-0cde-49b8-9af6-e46cfed55268,2025-03-19,CV1,,Decathlon Digital,2.0,Data Scientist
Data Analytics Engineer,2025-02-13,Sans réponse,https://www.linkedin.com/jobs/view/4150370211/?trackingId=T6pMrXYhRPq%2Fz%2Fu2TL%2BwrA%3D%3D&refId=uMLd3zVGSbG3rlrRvB%2BuLA%3D%3D&midToken=AQF6cDKQRpkL-Q&midSig=2u8BJx24_imbE1&trk=eml-email_application_confirmation_with_nba_01-jymbii-0-jobcard_body&trkEmail=eml-email_application_confirmation_with_nba_01-jymbii-0-jobcard_body-null-5mjdi4~m725bcr9~qs-null-null&eid=5mjdi4-m725bcr9-qs&otpToken=MTEwMTFlZTExYTI4Y2FjZGIyMjQwNGVkNDUxN2U0YjM4NmNlZDE0NzkwYWE4ZjYxNzhjZTA4Njg0ZjU5NWFmNmY0ZGY4OTgyNjBjMmMwZjU3NTllN2JhNmRhMzg0MWNlZDQ4MTUwZGY0MDcxODE0MzkxZDUsMSwx,2025-03-15,CV1,,Accor,2.0,Analytics Engineer
Data Scientist / ML Engineer,2025-02-12,Refus,https://www.linkedin.com/jobs/view/4150189872/?refId=95775d8c-e806-4c1f-bc2b-2a5746207792&trackingId=zvfV7BUWRLCcNp4K9yVGEw%3D%3D,,CV1,,Coface,2.0,Data Scientist
Data Scientist,2025-02-12,Refus,https://www.linkedin.com/jobs/view/4148735203/?refId=95775d8c-e806-4c1f-bc2b-2a5746207792&trackingId=Vj8%2FlsAJTfC4XFiIsceDgQ%3D%3D&trk=flagship3_job_home_savedjobs,,CV1,,Canal+,2.0,Data Scientist
Data Engineer,2025-02-12,Sans réponse,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4132064424&discover=recommended&discoveryOrigin=JOBS_HOME_JYMBII,2025-03-14,CV1,pierre.caramaro@treezor.teamtailor-mail.com,Treezor,2.0,Data Engineer
Data Scientist,,Sans réponse,"
https://jobs.vinci.com/fr/job/-/-/1440/21345871232
",,CV1,,Vinci Energies,,Data Scientist
Data Engineer,,Refus,"
https://www.linkedin.com/jobs/view/4146931858/?refId=2da1feee-c8fc-4a94-a2ac-e62e5f3fa8d6&trackingId=yfWNJmbOTS2imaARjhAhJA==&trk=flagship3_job_home_savedjobs
",,CV1,asabatier@mytraffic.fr,My Traffic,,Data Engineer
Data Engineer,,Sans réponse,"
https://www.hellowork.com/fr-fr/emplois/61191802.html
",,CV1,,Fed It,,Data Engineer
Data Scientist,,Refus,"
https://www.linkedin.com/jobs/view/4135643121/?refId=2da1feee-c8fc-4a94-a2ac-e62e5f3fa8d6&trackingId=5i/sClS3RLmcFHB/rvxfiQ==&trk=flagship3_job_home_savedjobs
",,CV1,,Suez,,Data Scientist
Ingenieur Data,,Refus,"
https://www.linkedin.com/jobs/view/4128254485/?refId=fb118496-ca96-4632-b991-547cd60c8ee7&trackingId=lpJlXTQJQCCg5KhVFWGsCw==
",,CV1,,Cojean,,Data Engineer
Analytics Engineer,,Refus,"
https://www.hellowork.com/fr-fr/emplois/61277951.html
",,CV1,,Soma,,Analytics Engineer
Data Analyst,,Sans réponse,"
https://www.hellowork.com/fr-fr/emplois/60076652.html
",,CV1,,Easy Partner,,Data Analyst
Data Engineer DBT,,Refus,"
https://www.hellowork.com/fr-fr/emplois/61573861.html
",,CV1,,CGI,,Data Engineer
Data Analyst,,Sans réponse,"
https://www.linkedin.com/jobs/view/data-engineer-data-analyst-f-h-at-moongy-digital-lab-4138624030/?originalSubdomain=fr
",,CV1,,moOngy Digital Lab,,Data Analyst
Data Scientist Full Stack,2025-02-13,Refus,"
https://www.linkedin.com/jobs/search/?currentJobId=4083549530&f_C=10484306&geoId=92000000&origin=COMPANY_PAGE_JOBS_CLUSTER_EXPANSION&originToLandingJobPostings=4083549530,4131592140,4069177526,4069177527,4131586805&trk=d_flagship3_company_posts
",,CV1,myriam@zeffy.com,Zeffy,2.0,Data Scientist
Aanalytics Engineer,,Refus,"
https://www.linkedin.com/jobs/view/4120585624/?refId=1c4ee2fb-9a80-4301-8f30-014f146a9cb7&trackingId=EjK7doYkRiSs/shlU1CxBA==&trk=flagship3_job_home_savedjobs
",,CV1,aurelien.pinget@younited-credit.fr,Younited,,Analytics Engineer
Data Engineer,,Sans réponse,"
https://www.linkedin.com/jobs/view/4090967019/?refId=1c4ee2fb-9a80-4301-8f30-014f146a9cb7&trackingId=ngPl0PSHQbOs2xGkvwO9TA==&trk=flagship3_job_home_savedjobs
",,CV1,,Walt Disney Company,,Data Engineer
Product Data Analyst - LaunchOps,,Sans réponse,"
https://www.linkedin.com/jobs/view/4085010273/?eBP=CwEAAAGU3ESnGrvhe69o9AGvEkH2pj_-gC5u_57vMNu9lBQyhtiyGT4m9X0LpQgxFDAXtXrIoIsnHBWxggAYsZVGh_IPDvJpNojwgjwVx1OMc0IOLjv0OUNACm08RUAnjIy1jWjNZ88MmetdEEe57qscsTb3Qw_5p22Wld7HqeMWnFevaVFWCvFYhf2Fp0UOAVxSKnHcPJgVT84NwADjsWhdoAmsbcpylrxU-pf83EOaZ3uaXICNtGDDAJszcWV3p51qquCEF4zfSmh-x1HFZc9c4fC6p_Wjuw6A1tQwk001YO9uxKZfHEPMI6SZs_lvH6lGrD6GSQLkEYXNHwBHvunQ4O30JXcnwGtA5SubJFYOITcm2IXjmhm1UxzkeC5P1NRUw3TDOHjb15YKzkgmICOUdZl-dsXU6RXO0-VAhwmUnRImOpdo9yNTzTT2whzw6RV7UBVzshm_nsZwJki71UjYVB3ywcdDnzSXtpRlzFoa0TiP45ujk-iXwt_QslANewn40HYTuprC6w&refId=04um5gJ/FvxJGBIWeDWkXg==&trackingId=7xA7bMnoeCKk91VBiYIx2A==
",,CV1,,Voodoo,,Data Analyst
Aanalytics Engineer,,Sans réponse,"
https://www.linkedin.com/jobs/view/4119583683/?refId=1c4ee2fb-9a80-4301-8f30-014f146a9cb7&trackingId=UwITwCXWRGKAT1Y+zlPpbA==&trk=flagship3_job_home_savedjobs
",,CV1,,Vestiaire Collective,,Analytics Engineer
Analytics Engineer,,Refus,"
https://www.linkedin.com/jobs/view/4129670170/?refId=1c4ee2fb-9a80-4301-8f30-014f146a9cb7&trackingId=wKZyy9/dTpiIP3i8Xg1nBA==&trk=flagship3_job_home_savedjobs
",,CV1,tcelice@toogoodtogo.com,Too Good to Go,,Analytics Engineer
Data Scientist,,Sans réponse,"
https://ratp.wd3.myworkdayjobs.com/fr-FR/RATP_Externe/job/Data-Scientist-F-H--D-I-CE-DATA-_R0013420
",,CV1,,RATP,,Data Scientist
Junior Data Scientist,,Refus,"
https://www.linkedin.com/jobs/view/4144917837/?eBP=BUDGET_EXHAUSTED_JOB&refId=L0g9BgwQ2MLa+KxmoGMcKw==&trackingId=1Ied1N1uDS1C14MmPv9B5w==&trk=flagship3_search_srp_jobs
",,CV1,,Mirakl,,Data Scientist
Data Scientist,,Sans réponse,"
https://www.welcometothejungle.com/fr/companies/meritis/jobs/paris-data-scientist-h-f_paris_MERIT_WM3Jwyr?q=57b9b4e2e09fdb16bff2f6f0dbf3fb82&o=0837ac64-8228-41b5-96c9-c407f5e9d4e3
",,CV1,,Meritis,,Data Scientist
Data Engineer,,Refus,"
https://www.linkedin.com/jobs/view/4080031437/?eBP=NON_CHARGEABLE_CHANNEL&refId=8WcIqO13JfwFnYi7UfNFBg==&trackingId=jVfbWtcBLsNTNSml6IaDWw==&trk=flagship3_search_srp_jobs
",,CV1,,🤖Lacoste,,Data Engineer
Data analyst/Data scientist,,Sans réponse,"
https://www.welcometothejungle.com/fr/companies/la-banque-postale/jobs/data-analyst-data-scientist-h-f_paris-6e-arrondissement_LBP_Oope0jP?q=c34b0974abdf87547b57be1ff9cdae15&o=d9e670c7-21e3-4318-b9f2-1744c03c8566
",,CV1,,La Banque Postale,,Data Scientist
Data Engineer,2025-02-06,Sans réponse,"
https://www.linkedin.com/jobs/view/4121407831/?refId=1c4ee2fb-9a80-4301-8f30-014f146a9cb7&trackingId=4b3R+ftUTQGFN/Cfjly4mg==&trk=flagship3_job_home_savedjobs
",2025-03-08,CV1,"
adamart@jems-group.com
",Jems,2.0,Data Engineer
Analytics Engineer,2025-02-06,Refus,https://www.linkedin.com/jobs/view/4120907131/?eBP=NON_CHARGEABLE_CHANNEL&refId=n+ID8UampgT/dpn0vlTEoQ==&trackingId=cpWRcvLJ7zKmMr4/YuFbYg==&trk=flagship3_search_srp_jobs,,CV1,,Hermès,2.0,Analytics Engineer
Consultant Data Scientist Junior,2025-02-06,Refus,https://www.welcometothejungle.com/fr/companies/elevate/jobs/consultant-e-data-scientist-junior_paris_ELEVA_pyA886K?q=c34b0974abdf87547b57be1ff9cdae15&o=24f2646c-d042-48e5-bc04-795212e74938,,CV1,,Elevate,2.0,Data Scientist
Junior Data Scientist,2025-02-06,Sans réponse,https://www.linkedin.com/jobs/view/3928980953/?refId=daa42c98-32cc-4902-b57d-b49f713c580e&trackingId=by0GLpkKSR6RYD1pTO817Q==&trk=flagship3_job_home_savedjobs,2025-03-08,CV1,,Artefact,2.0,Data Scientist
Junior Data Engineer,2025-02-06,Sans réponse,https://www.linkedin.com/jobs/view/4121155934/?refId=1c4ee2fb-9a80-4301-8f30-014f146a9cb7&trackingId=Yl8QmSFUT5aQGnYcrBgsRQ==&trk=flagship3_job_home_savedjobs,2025-03-08,CV1,,Axa,2.0,Data Engineer
